gene,cases_synonymous,cases_missense,cases_PTVs,control_synonymous,control_missense,control_PTVs,sample_synonymous,sample_missense,sample_PTVs,pval_synonymous,OR_synonymous,lowci_synonymous,highci_synonymous,pval_missense,OR_missense,lowci_missense,highci_missense,pval_PTVs,OR_PTVs,lowci_PTVs,highci_PTVs,cases_missense_MPC>=2,control_missense_MPC>=2,sample_missense_MPC>=2,pval_missense_MPC>=2,OR_missense_MPC>=2,lowci_missense_MPC>=2,highci_missense_MPC>=2
A1BG,1,3,0,0,0,0,1,3,0,0.3301717508331197,inf,0.052018464830419324,inf,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
A1CF,4,0,0,1,0,0,5,0,0,0.04369005683308515,8.1207798198385,0.8032690926837996,399.203114621839,,,,,,,,,,,,,,,
A2M,8,21,0,1,3,0,9,24,0,0.0008941761120041015,16.258694234608782,2.1784503892312044,719.0997339648587,4.935943743199683e-08,14.27143875960265,4.25717424856448,74.75774983677462,,,,,,,,,,,
A2ML1,5,20,2,1,3,0,5,23,2,0.01704090894186609,10.156561252304645,1.1356262876055834,479.2051644135051,1.316587581345644e-07,13.588586457711985,4.0263425132711,71.443264750841,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
A4GALT,3,4,0,1,1,0,4,5,0,0.1082830083029593,6.089065976923362,0.4887365991452925,319.18343169401834,0.04369005683308515,8.1207798198385,0.8032690926837996,399.203114621839,,,,,,,,,,,
A4GNT,0,4,0,0,1,0,0,5,0,,,,,0.04369005683308515,8.1207798198385,0.8032690926837996,399.203114621839,,,,,,,,,,,
AAAS,5,4,1,1,0,0,6,4,1,0.01704090894186609,10.156561252304645,1.1356262876055834,479.2051644135051,0.011871559049826107,inf,1.3398046898434977,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
AACS,5,9,1,0,1,0,5,10,1,0.003916934604011342,inf,1.860234948898496,inf,0.00032590626526179137,18.295350140943587,2.533494880794694,799.0242016913644,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
AADAC,1,8,0,0,0,0,1,8,0,0.3301717508331197,inf,0.052018464830419324,inf,0.0001405430890895745,inf,3.467511955277286,inf,,,,,,,,,,,
AADACL2,1,0,0,0,0,0,1,0,0,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,,,,,
AADACL3,1,3,0,0,0,0,1,3,0,0.3301717508331197,inf,0.052018464830419324,inf,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
AADACL4,3,2,0,1,0,0,4,2,0,0.1082830083029593,6.089065976923362,0.4887365991452925,319.18343169401834,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,,,,,
AADAT,1,4,0,0,0,1,1,4,1,0.3301717508331197,inf,0.052018464830419324,inf,0.011871559049826107,inf,1.3398046898434977,inf,1.0,0.0,0.0,79.02388266631878,,,,,,,
AAED1,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
AAGAB,1,2,0,0,1,0,1,3,0,0.3301717508331197,inf,0.052018464830419324,inf,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855,,,,,,,,,,,
AAK1,1,0,0,0,1,0,1,1,0,0.3301717508331197,inf,0.052018464830419324,inf,1.0,0.0,0.0,79.02388266631878,,,,,,,,,,,
AAMDC,0,1,1,0,0,0,0,1,1,,,,,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
AAMP,3,10,0,0,1,0,3,11,0,0.03597442136310939,inf,0.8385372201147251,inf,0.00011768591224542417,20.33314848260924,2.890694879450099,878.9265687414273,,,,,,,,,,,
AANAT,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
AAR2,1,2,0,1,0,0,2,2,0,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,,,,,
AARS,7,16,1,0,0,0,7,16,1,0.00042618407311165803,inf,2.9271852990982574,inf,1.9533868255619127e-08,inf,7.849699849521865,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
AARS2,3,8,2,0,0,0,3,8,2,0.03597442136310939,inf,0.8385372201147251,inf,0.0001405430890895745,inf,3.467511955277286,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
AASDH,2,8,2,1,0,0,3,8,2,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855,0.0001405430890895745,inf,3.467511955277286,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
AASDHPPT,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
AASS,3,8,2,0,1,1,3,9,3,0.03597442136310939,inf,0.8385372201147251,inf,0.0008941761120041015,16.258694234608782,2.1784503892312044,719.0997339648587,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855,,,,,,,
AATF,0,7,0,0,0,0,0,7,0,,,,,0.00042618407311165803,inf,2.9271852990982574,inf,,,,,,,,,,,
AATK,1,2,1,0,0,0,1,2,1,0.3301717508331197,inf,0.052018464830419324,inf,0.108994485854413,inf,0.3810289196999768,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABAT,2,7,0,1,0,0,3,6,0,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855,0.00042618407311165803,inf,2.9271852990982574,inf,,,,,,,,,,,
ABCA1,8,30,4,3,2,0,11,31,4,0.008245542552674394,5.418138072935853,1.2995367105439808,31.729768254677218,7.810045297358408e-13,30.654048600766515,7.771410996069973,262.8891789763423,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,
ABCA10,6,8,1,0,1,0,6,9,1,0.0012921397364403988,inf,2.390602521021566,inf,0.0008941761120041015,16.258694234608782,2.1784503892312044,719.0997339648587,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCA12,4,16,0,0,2,0,4,18,0,0.011871559049826107,inf,1.3398046898434977,inf,1.4243246655002556e-06,16.290423675796543,3.8269467603895895,146.02107734242358,,,,,,,,,,,
ABCA13,4,15,1,0,1,0,4,16,1,0.011871559049826107,inf,1.3398046898434977,inf,6.560669657076256e-07,30.53850556420567,4.695219473234181,1278.0648352617814,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCA2,11,20,1,0,2,0,11,22,1,5.0349289632213034e-06,inf,5.1017233499432715,inf,2.498764534343407e-08,20.38344066409043,4.947289504958473,179.62759716522237,0.3301717508331197,inf,0.052018464830419324,inf,4.0,0.0,4.0,0.011871559049826107,inf,1.3398046898434977,inf
ABCA3,7,27,0,2,0,0,9,27,0,0.007785902933683722,7.1103398043543375,1.3530340023360312,70.31255037307136,9.53831850068259e-14,inf,13.942273292323167,inf,,,,,,,,,,,
ABCA4,2,8,2,1,4,0,3,12,2,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855,0.02574002458176583,4.063243766038593,1.0877401338126889,18.444768504231792,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
ABCA5,2,7,1,1,2,0,3,9,1,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855,0.007785902933683722,7.1103398043543375,1.3530340023360312,70.31255037307136,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCA6,5,17,0,0,1,0,5,18,0,0.003916934604011342,inf,1.860234948898496,inf,7.977551475853891e-08,34.628152757682074,5.422302611364744,1437.5236848072996,,,,,,,,,,,
ABCA7,5,25,3,0,2,0,5,26,3,0.003916934604011342,inf,1.860234948898496,inf,1.4496713810771195e-10,25.511999815538925,6.355501161038228,221.3983954907803,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,
ABCA8,4,19,1,0,3,1,4,22,2,0.011871559049826107,inf,1.3398046898434977,inf,3.490514342935487e-07,12.906125528307724,3.7952129621396566,68.025009046947,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,,,,,,,
ABCA9,7,15,1,0,1,1,7,16,2,0.00042618407311165803,inf,2.9271852990982574,inf,6.560669657076256e-07,30.53850556420567,4.695219473234181,1278.0648352617814,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,,,,,,,
ABCB1,7,8,1,0,3,0,7,11,1,0.00042618407311165803,inf,2.9271852990982574,inf,0.008245542552674394,5.418138072935853,1.2995367105439808,31.729768254677218,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCB10,2,7,0,0,0,0,2,7,0,0.108994485854413,inf,0.3810289196999768,inf,0.00042618407311165803,inf,2.9271852990982574,inf,,,,,,,,,,,
ABCB11,4,16,2,1,2,0,5,18,2,0.04369005683308515,8.1207798198385,0.8032690926837996,399.203114621839,1.4243246655002556e-06,16.290423675796543,3.8269467603895895,146.02107734242358,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
ABCB4,9,9,0,0,2,0,9,11,0,4.633896122525857e-05,inf,4.010307383890911,inf,0.0012628978538354472,9.146506596078089,1.891960028090446,87.14772930899116,,,,,,,,,,,
ABCB5,5,12,1,0,0,0,5,12,1,0.003916934604011342,inf,1.860234948898496,inf,1.6592183796862585e-06,inf,5.649982620367387,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCB6,6,12,0,1,1,0,7,13,0,0.006487873716412851,12.189116391382642,1.4778146974844977,559.189159820999,1.5009603679517426e-05,24.412053970862967,3.609410981452266,1038.6601855195129,,,,,,,,,,,
ABCB7,0,2,0,0,1,0,0,3,0,,,,,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855,,,,,1.0,0.0,1.0,0.3301717508331197,inf,0.052018464830419324,inf
ABCB8,3,5,0,0,2,0,3,7,0,0.03597442136310939,inf,0.8385372201147251,inf,0.04342349700549921,5.076199316491638,0.830613896732438,53.3046467641251,,,,,,,,,,,
ABCB9,1,9,1,0,0,0,1,9,1,0.3301717508331197,inf,0.052018464830419324,inf,4.633896122525857e-05,inf,4.010307383890911,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCC1,10,21,1,0,2,0,10,23,1,1.527592744342158e-05,inf,4.555566611599121,inf,8.986978424764528e-09,21.408068625530856,5.227864197805483,188.00500593913242,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCC10,4,16,2,0,1,0,4,17,2,0.011871559049826107,inf,1.3398046898434977,inf,2.2916986484095145e-07,32.58279561931316,5.058309568975006,1357.8094563768038,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
ABCC11,6,20,0,1,1,0,7,21,0,0.006487873716412851,12.189116391382642,1.4778146974844977,559.189159820999,3.3068316882809066e-09,40.7706239781401,6.5159760744991,1676.4727513656915,,,,,,,,,,,
ABCC12,5,17,0,0,4,1,5,20,1,0.003916934604011342,inf,1.860234948898496,inf,8.711369406579699e-06,8.654142509072978,2.8202284098788737,35.409494910513494,1.0,0.0,0.0,79.02388266631878,,,,,,,
ABCC2,9,25,4,1,1,0,10,26,4,0.00032590626526179137,18.295350140943587,2.533494880794694,799.0242016913644,1.5697056724397898e-11,51.040122655085,8.347040332219455,2074.010801809637,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,
ABCC3,4,20,2,1,1,0,5,21,2,0.04369005683308515,8.1207798198385,0.8032690926837996,399.203114621839,3.3068316882809066e-09,40.7706239781401,6.5159760744991,1676.4727513656915,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
ABCC4,7,9,1,2,2,0,9,11,1,0.007785902933683722,7.1103398043543375,1.3530340023360312,70.31255037307136,0.0012628978538354472,9.146506596078089,1.891960028090446,87.14772930899116,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCC5,13,22,0,0,0,1,13,22,1,5.466862713669879e-07,inf,6.19796342191271,inf,2.482242012460584e-11,inf,11.166921920132213,inf,1.0,0.0,0.0,79.02388266631878,,,,,,,
ABCC6,1,24,0,0,5,1,1,29,1,0.3301717508331197,inf,0.052018464830419324,inf,4.801251751988432e-08,9.791106704458134,3.6580055423355735,32.88726310962196,1.0,0.0,0.0,79.02388266631878,,,,,,,
ABCC8,10,13,0,0,2,0,10,15,0,1.527592744342158e-05,inf,4.555566611599121,inf,2.7681759788967132e-05,13.226619680666387,2.9916897449875752,120.90133536825468,,,,,,,,,,,
ABCC9,7,8,2,2,0,0,9,8,2,0.007785902933683722,7.1103398043543375,1.3530340023360312,70.31255037307136,0.0001405430890895745,inf,3.467511955277286,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
ABCD1,2,4,0,0,0,0,2,4,0,0.108994485854413,inf,0.3810289196999768,inf,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,,,,,
ABCD2,5,4,1,1,0,0,6,4,1,0.01704090894186609,10.156561252304645,1.1356262876055834,479.2051644135051,0.011871559049826107,inf,1.3398046898434977,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCD3,4,4,0,0,2,0,3,6,0,0.011871559049826107,inf,1.3398046898434977,inf,0.0969883526155232,4.0600698064776335,0.5816004925303284,44.901130198904895,,,,,,,,,,,
ABCD4,3,3,1,0,0,0,3,3,1,0.03597442136310939,inf,0.8385372201147251,inf,0.03597442136310939,inf,0.8385372201147251,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCE1,1,1,1,0,0,0,1,1,1,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCF1,2,5,0,0,1,1,2,6,1,0.108994485854413,inf,0.3810289196999768,inf,0.01704090894186609,10.156561252304645,1.1356262876055834,479.2051644135051,1.0,0.0,0.0,79.02388266631878,,,,,,,
ABCF2,2,7,0,0,0,0,2,7,0,0.108994485854413,inf,0.3810289196999768,inf,0.00042618407311165803,inf,2.9271852990982574,inf,,,,,,,,,,,
ABCF3,4,6,2,1,0,0,5,6,2,0.04369005683308515,8.1207798198385,0.8032690926837996,399.203114621839,0.0012921397364403988,inf,2.390602521021566,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
ABCG1,2,4,0,0,0,0,2,3,0,0.108994485854413,inf,0.3810289196999768,inf,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,,,,,
ABCG2,6,7,0,0,1,0,6,8,0,0.0012921397364403988,inf,2.390602521021566,inf,0.002425670961266237,14.223242774062946,1.8260873738401735,639.1543464747642,,,,,,,,,,,
ABCG4,0,8,1,1,0,0,1,8,1,1.0,0.0,0.0,79.02388266631878,0.0001405430890895745,inf,3.467511955277286,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCG5,3,10,1,0,0,0,3,10,1,0.03597442136310939,inf,0.8385372201147251,inf,1.527592744342158e-05,inf,4.555566611599121,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABCG8,4,14,1,0,0,1,4,14,2,0.011871559049826107,inf,1.3398046898434977,inf,1.800931420901856e-07,inf,6.748949279249255,inf,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,,,,,,,
ABHD1,1,4,1,1,0,0,2,4,1,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,0.011871559049826107,inf,1.3398046898434977,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABHD10,1,3,0,0,0,0,1,3,0,0.3301717508331197,inf,0.052018464830419324,inf,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
ABHD11,1,2,0,0,0,0,1,2,0,0.3301717508331197,inf,0.052018464830419324,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,,,,,
ABHD12,2,2,0,0,0,0,2,2,0,0.108994485854413,inf,0.3810289196999768,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,,,,,
ABHD13,1,1,0,0,0,0,1,1,0,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ABHD14A,0,4,0,0,2,0,0,4,0,,,,,0.0969883526155232,4.0600698064776335,0.5816004925303284,44.901130198904895,,,,,,,,,,,
ABHD14B,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ABHD15,4,5,0,1,0,0,5,5,0,0.04369005683308515,8.1207798198385,0.8032690926837996,399.203114621839,0.003916934604011342,inf,1.860234948898496,inf,,,,,,,,,,,
ABHD16A,2,1,1,0,0,0,2,1,1,0.108994485854413,inf,0.3810289196999768,inf,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABHD16B,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ABHD17A,1,1,0,0,0,0,1,1,0,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ABHD17B,1,3,0,0,0,0,1,3,0,0.3301717508331197,inf,0.052018464830419324,inf,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
ABHD17C,1,0,0,0,0,0,1,0,0,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,,,,,
ABHD2,3,5,1,0,1,0,3,6,1,0.03597442136310939,inf,0.8385372201147251,inf,0.01704090894186609,10.156561252304645,1.1356262876055834,479.2051644135051,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABHD3,2,7,0,0,1,0,2,8,0,0.108994485854413,inf,0.3810289196999768,inf,0.002425670961266237,14.223242774062946,1.8260873738401735,639.1543464747642,,,,,,,,,,,
ABHD4,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,79.02388266631878,,,,,,,,,,,,,,,
ABHD5,2,4,0,0,0,0,2,4,0,0.108994485854413,inf,0.3810289196999768,inf,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,,,,,
ABHD6,0,3,1,2,0,0,2,3,1,1.0,0.0,0.0,10.799903524584739,0.03597442136310939,inf,0.8385372201147251,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABHD8,3,4,0,0,1,0,3,4,0,0.03597442136310939,inf,0.8385372201147251,inf,0.04369005683308515,8.1207798198385,0.8032690926837996,399.203114621839,,,,,,,,,,,
ABI1,1,1,0,0,0,0,1,1,0,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ABI2,1,2,0,0,0,0,1,2,0,0.3301717508331197,inf,0.052018464830419324,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,,,,,
ABI3,1,1,0,0,0,0,1,1,0,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ABI3BP,0,1,0,1,0,0,1,1,0,1.0,0.0,0.0,79.02388266631878,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ABL1,5,7,0,0,0,0,5,7,0,0.003916934604011342,inf,1.860234948898496,inf,0.00042618407311165803,inf,2.9271852990982574,inf,,,,,1.0,0.0,1.0,0.3301717508331197,inf,0.052018464830419324,inf
ABL2,3,10,1,0,4,0,3,14,1,0.03597442136310939,inf,0.8385372201147251,inf,0.0037134228158533056,5.081484950288406,1.464506069090269,22.211641338073317,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ABLIM1,5,9,0,2,0,0,7,9,0,0.04342349700549921,5.076199316491638,0.830613896732438,53.3046467641251,4.633896122525857e-05,inf,4.010307383890911,inf,,,,,,,,,,,
ABLIM2,2,2,0,0,0,0,2,2,0,0.108994485854413,inf,0.3810289196999768,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,,,,,
ABLIM3,4,7,0,0,1,0,4,8,0,0.011871559049826107,inf,1.3398046898434977,inf,0.002425670961266237,14.223242774062946,1.8260873738401735,639.1543464747642,,,,,,,,,,,
ABR,1,5,2,1,0,0,2,5,2,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,0.003916934604011342,inf,1.860234948898496,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
ABRA,1,4,0,0,0,0,1,4,0,0.3301717508331197,inf,0.052018464830419324,inf,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,,,,,
ABRACL,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ABT1,1,3,0,0,1,0,1,4,0,0.3301717508331197,inf,0.052018464830419324,inf,0.1082830083029593,6.089065976923362,0.4887365991452925,319.18343169401834,,,,,,,,,,,
ABTB1,0,4,0,0,0,0,0,4,0,,,,,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,,,,,
ABTB2,0,7,0,0,0,0,0,7,0,,,,,0.00042618407311165803,inf,2.9271852990982574,inf,,,,,,,,,,,
AC004381.6,1,3,2,0,0,0,1,3,2,0.3301717508331197,inf,0.052018464830419324,inf,0.03597442136310939,inf,0.8385372201147251,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
AC009065.1,1,3,0,0,0,0,1,3,0,0.3301717508331197,inf,0.052018464830419324,inf,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
AC010127.3,0,0,1,0,0,0,0,0,1,,,,,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
AC011997.1,0,0,3,0,0,0,0,0,3,,,,,,,,,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,
AC012379.1,0,0,1,0,0,0,0,0,1,,,,,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
AC026407.1,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
AC061992.1,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ACAA1,1,4,0,1,0,0,2,4,0,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,,,,,
ACAA2,0,3,0,0,0,0,0,3,0,,,,,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
ACACA,9,12,1,2,0,0,11,12,1,0.0012628978538354472,9.146506596078089,1.891960028090446,87.14772930899116,1.6592183796862585e-06,inf,5.649982620367387,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ACACB,8,37,3,1,0,0,9,37,3,0.0008941761120041015,16.258694234608782,2.1784503892312044,719.0997339648587,1.3900346414303955e-18,inf,19.517904590078064,inf,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,
ACAD10,4,11,0,0,2,0,4,13,0,0.011871559049826107,inf,1.3398046898434977,inf,0.0001915375247463488,11.18716168594811,2.439260722971176,103.93752188093859,,,,,,,,,,,
ACAD11,5,6,0,0,0,0,5,6,0,0.003916934604011342,inf,1.860234948898496,inf,0.0012921397364403988,inf,2.390602521021566,inf,,,,,,,,,,,
ACAD8,2,5,0,1,0,0,3,5,0,0.2550346148370204,4.058485292018265,0.21121917126250336,239.14629870833855,0.003916934604011342,inf,1.860234948898496,inf,,,,,,,,,,,
ACAD9,3,6,0,0,2,0,3,8,0,0.03597442136310939,inf,0.8385372201147251,inf,0.018674481981852648,6.0930220457977535,1.0889104788721022,61.79671114668531,,,,,,,,,,,
ACADL,0,3,0,0,0,0,0,3,0,,,,,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
ACADM,3,4,0,0,0,0,3,4,0,0.03597442136310939,inf,0.8385372201147251,inf,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,,,,,
ACADS,1,5,0,0,0,0,1,5,0,0.3301717508331197,inf,0.052018464830419324,inf,0.003916934604011342,inf,1.860234948898496,inf,,,,,,,,,,,
ACADSB,0,3,1,0,0,0,0,3,1,,,,,0.03597442136310939,inf,0.8385372201147251,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ACADVL,1,10,0,1,0,0,2,10,0,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,1.527592744342158e-05,inf,4.555566611599121,inf,,,,,,,,,,,
ACAN,1,7,0,0,0,0,1,7,0,0.3301717508331197,inf,0.052018464830419324,inf,0.00042618407311165803,inf,2.9271852990982574,inf,,,,,,,,,,,
ACAP1,1,3,0,1,0,0,2,3,0,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
ACAP2,3,2,1,1,0,0,4,2,1,0.1082830083029593,6.089065976923362,0.4887365991452925,319.18343169401834,0.108994485854413,inf,0.3810289196999768,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ACAP3,2,1,0,0,0,0,2,1,0,0.108994485854413,inf,0.3810289196999768,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ACAT1,0,8,0,0,0,0,0,8,0,,,,,0.0001405430890895745,inf,3.467511955277286,inf,,,,,,,,,,,
ACAT2,0,5,0,0,0,0,0,5,0,,,,,0.003916934604011342,inf,1.860234948898496,inf,,,,,,,,,,,
ACBD3,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ACBD4,0,1,0,0,0,0,0,1,0,,,,,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ACBD5,1,2,0,0,0,0,1,2,0,0.3301717508331197,inf,0.052018464830419324,inf,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,,,,,
ACBD6,1,3,0,0,0,0,1,3,0,0.3301717508331197,inf,0.052018464830419324,inf,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
ACBD7,1,1,0,0,0,0,1,1,0,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
ACCS,1,8,0,1,1,0,2,9,0,0.5513490158118259,2.0289181396024274,0.025841350361913974,159.09232933227528,0.0008941761120041015,16.258694234608782,2.1784503892312044,719.0997339648587,,,,,,,,,,,
ACCSL,0,7,0,0,1,0,0,8,0,,,,,0.002425670961266237,14.223242774062946,1.8260873738401735,639.1543464747642,,,,,,,,,,,
ACD,1,4,0,0,0,0,1,4,0,0.3301717508331197,inf,0.052018464830419324,inf,0.011871559049826107,inf,1.3398046898434977,inf,,,,,,,,,,,
ACE,9,11,2,1,2,0,10,13,2,0.00032590626526179137,18.295350140943587,2.533494880794694,799.0242016913644,0.0001915375247463488,11.18716168594811,2.439260722971176,103.93752188093859,0.108994485854413,inf,0.3810289196999768,inf,,,,,,,
ACE2,1,6,0,0,0,0,1,6,0,0.3301717508331197,inf,0.052018464830419324,inf,0.0012921397364403988,inf,2.390602521021566,inf,,,,,,,,,,,
ACER1,2,7,1,0,0,0,2,6,1,0.108994485854413,inf,0.3810289196999768,inf,0.00042618407311165803,inf,2.9271852990982574,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ACER2,4,4,1,0,0,0,4,4,1,0.011871559049826107,inf,1.3398046898434977,inf,0.011871559049826107,inf,1.3398046898434977,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ACER3,3,1,1,0,0,0,3,1,1,0.03597442136310939,inf,0.8385372201147251,inf,0.3301717508331197,inf,0.052018464830419324,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,
ACHE,5,3,0,0,0,0,5,3,0,0.003916934604011342,inf,1.860234948898496,inf,0.03597442136310939,inf,0.8385372201147251,inf,,,,,,,,,,,
ACIN1,2,1,0,0,0,0,2,1,0,0.108994485854413,inf,0.3810289196999768,inf,0.3301717508331197,inf,0.052018464830419324,inf,,,,,,,,,,,
